IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
34.66.223.220,80,80,false,ORD,North America,Chicago,209,0.00
34.175.234.32,2083,80,false,MAD,Europe,Madrid,209,0.00
34.175.7.231,2095,80,false,MAD,Europe,Madrid,209,0.00
34.66.223.220,80,80,false,ORD,North America,Chicago,209,0.00
34.175.95.58,2083,80,false,MAD,Europe,Madrid,209,0.00
34.175.244.157,2052,80,false,MAD,Europe,Madrid,210,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,210,0.00
34.66.223.220,80,80,false,ORD,North America,Chicago,210,0.00
34.175.143.15,2053,80,false,MAD,Europe,Madrid,210,0.00
34.175.95.58,2095,80,false,MAD,Europe,Madrid,210,0.00
34.175.99.73,2095,80,false,MAD,Europe,Madrid,210,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,210,0.00
34.175.143.15,2086,80,false,MAD,Europe,Madrid,210,0.00
34.175.95.58,2086,80,false,MAD,Europe,Madrid,210,0.00
34.141.248.249,2082,80,false,AMS,Europe,Amsterdam,210,0.00
34.175.133.251,2082,80,false,MAD,Europe,Madrid,210,0.00
34.175.7.231,2083,80,false,MAD,Europe,Madrid,210,0.00
34.175.161.245,2096,80,false,MAD,Europe,Madrid,210,0.00
34.175.244.157,2096,80,false,MAD,Europe,Madrid,210,0.00
34.78.16.134,80,80,false,CDG,Europe,Paris,211,0.00
34.175.234.32,2096,80,false,MAD,Europe,Madrid,211,0.00
34.175.143.15,2083,80,false,MAD,Europe,Madrid,214,0.00
35.202.158.120,443,443,true,ORD,North America,Chicago,216,0.00
34.147.101.117,2052,80,false,AMS,Europe,Amsterdam,217,0.00
34.73.158.50,80,80,false,ATL,North America,Atlanta,218,0.00
34.147.101.117,2082,80,false,AMS,Europe,Amsterdam,218,0.00
34.73.158.50,80,80,false,ATL,North America,Atlanta,218,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,219,0.00
34.73.158.50,80,80,false,ATL,North America,Atlanta,221,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,221,0.00
34.73.158.50,80,80,false,ATL,North America,Atlanta,221,0.00
34.147.101.117,2095,80,false,AMS,Europe,Amsterdam,222,0.00
34.74.105.17,80,8080,false,ATL,North America,Atlanta,222,0.00
34.147.82.194,2053,80,false,AMS,Europe,Amsterdam,225,0.00
34.41.132.8,80,80,false,ORD,North America,Chicago,225,0.00
34.42.28.247,8080,80,false,ORD,North America,Chicago,237,0.00
35.227.84.56,80,80,false,ATL,North America,Atlanta,244,0.00
34.65.233.61,443,443,true,FRA,Europe,Frankfurt,254,0.00
34.65.235.106,443,443,true,FRA,Europe,Frankfurt,263,0.00
34.91.72.112,443,443,true,FRA,Europe,Frankfurt,270,0.00
34.65.30.3,443,443,true,FRA,Europe,Frankfurt,289,0.00
