IP地址,端口,回源端口,TLS,数据中心,地区,城市,TCP延迟(ms),速度(MB/s)
13.54.173.154,2086,80,false,SYD,Oceania,Sydney,93,0.00
13.238.235.196,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2052,80,false,SYD,Oceania,Sydney,93,0.00
13.55.238.1,2096,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2083,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2053,80,false,SYD,Oceania,Sydney,93,0.00
13.55.59.224,2082,80,false,SYD,Oceania,Sydney,94,0.00
13.237.223.44,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.237.94.188,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.55.237.163,2082,80,false,SYD,Oceania,Sydney,94,0.00
13.238.235.196,2083,80,false,SYD,Oceania,Sydney,94,0.00
13.54.81.122,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.54.173.154,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2052,80,false,SYD,Oceania,Sydney,94,0.00
13.55.237.163,2096,80,false,SYD,Oceania,Sydney,94,0.00
13.54.173.154,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2083,80,false,SYD,Oceania,Sydney,94,0.00
13.54.173.154,2083,80,false,SYD,Oceania,Sydney,94,0.00
13.55.238.1,2095,80,false,SYD,Oceania,Sydney,94,0.00
13.55.59.224,2087,80,false,SYD,Oceania,Sydney,94,0.00
13.238.235.196,2052,80,false,SYD,Oceania,Sydney,95,0.00
13.237.94.188,2082,80,false,SYD,Oceania,Sydney,96,0.00
13.236.104.165,2082,80,false,SYD,Oceania,Sydney,96,0.00
13.237.94.188,2052,80,false,SYD,Oceania,Sydney,97,0.00
13.55.238.1,2087,80,false,SYD,Oceania,Sydney,98,0.00
13.55.59.224,2086,80,false,SYD,Oceania,Sydney,98,0.00
13.55.237.163,2052,80,false,SYD,Oceania,Sydney,98,0.00
96.0.144.196,80,80,false,SIN,Asia Pacific,Singapore,110,0.00
96.0.147.6,80,80,false,SIN,Asia Pacific,Singapore,110,0.00
96.0.147.114,443,80,false,SIN,Asia Pacific,Singapore,112,0.00
96.0.147.114,80,80,false,SIN,Asia Pacific,Singapore,113,0.00
13.238.235.196,2053,80,false,SYD,Oceania,Sydney,118,0.00
13.236.104.165,2052,80,false,SYD,Oceania,Sydney,118,0.00
13.237.94.188,2083,80,false,SYD,Oceania,Sydney,121,0.00
13.56.210.252,80,443,true,SJC,North America,San Jose,187,0.00
13.56.251.164,80,443,true,SJC,North America,San Jose,191,0.00
13.56.207.185,80,443,true,SJC,North America,San Jose,193,0.00
13.56.139.126,80,443,true,SJC,North America,San Jose,193,0.00
13.57.188.171,80,443,true,SJC,North America,San Jose,194,0.00
13.57.241.143,80,443,true,SJC,North America,San Jose,195,0.00
54.177.71.208,80,8080,false,SJC,North America,San Jose,203,0.00
52.38.230.144,8443,443,true,SEA,North America,Seattle,211,0.00
13.57.177.234,80,443,true,SJC,North America,San Jose,212,0.00
13.57.217.201,80,80,false,SJC,North America,San Jose,223,0.00
13.36.24.111,2083,80,false,CDG,Europe,Paris,243,0.00
13.36.24.111,2095,80,false,CDG,Europe,Paris,243,0.00
13.36.162.145,2052,80,false,CDG,Europe,Paris,243,0.00
13.36.24.111,2087,80,false,CDG,Europe,Paris,243,0.00
13.36.24.111,2082,80,false,CDG,Europe,Paris,243,0.00
13.37.165.175,2053,80,false,CDG,Europe,Paris,243,0.00
13.40.19.22,80,443,true,LHR,Europe,London,243,0.00
13.43.9.119,8443,443,true,LHR,Europe,London,244,0.00
13.37.224.156,8443,443,true,CDG,Europe,Paris,244,0.00
13.36.253.240,2086,80,false,CDG,Europe,Paris,245,0.00
16.63.33.251,2083,80,false,MXP,Europe,Milan,246,0.00
13.36.230.17,8443,443,true,CDG,Europe,Paris,246,0.00
16.63.33.251,2052,80,false,MXP,Europe,Milan,247,0.00
16.63.55.49,2096,80,false,MXP,Europe,Milan,247,0.00
16.63.55.49,2095,80,false,MXP,Europe,Milan,247,0.00
16.63.55.49,2082,80,false,MXP,Europe,Milan,247,0.00
16.63.55.49,2052,80,false,MXP,Europe,Milan,247,0.00
16.63.33.251,2087,80,false,MXP,Europe,Milan,248,0.00
13.36.162.145,2096,80,false,CDG,Europe,Paris,251,0.00
13.37.32.97,8443,443,true,CDG,Europe,Paris,251,0.00
13.40.162.171,80,80,false,LHR,Europe,London,251,0.00
13.36.162.145,2086,80,false,CDG,Europe,Paris,251,0.00
13.36.253.240,2082,80,false,CDG,Europe,Paris,251,0.00
13.36.162.145,2082,80,false,CDG,Europe,Paris,251,0.00
18.185.7.150,80,80,false,FRA,Europe,Frankfurt,252,0.00
13.36.63.124,2053,80,false,CDG,Europe,Paris,252,0.00
13.36.63.124,2095,80,false,CDG,Europe,Paris,252,0.00
13.36.63.124,2096,80,false,CDG,Europe,Paris,252,0.00
13.36.253.240,2083,80,false,CDG,Europe,Paris,252,0.00
52.28.95.61,8880,8880,false,FRA,Europe,Frankfurt,252,0.00
13.36.63.124,2052,80,false,CDG,Europe,Paris,252,0.00
99.80.238.19,2087,80,false,DUB,Europe,Dublin,252,0.00
13.42.158.50,2095,443,true,LHR,Europe,London,252,0.00
13.42.36.146,8080,443,true,LHR,Europe,London,252,0.00
99.80.238.19,2096,80,false,DUB,Europe,Dublin,253,0.00
99.80.238.19,2082,80,false,DUB,Europe,Dublin,254,0.00
16.63.33.251,2053,80,false,MXP,Europe,Milan,255,0.00
16.63.55.49,2053,80,false,MXP,Europe,Milan,255,0.00
16.63.251.69,2083,80,false,MXP,Europe,Milan,256,0.00
16.63.251.69,2052,80,false,MXP,Europe,Milan,256,0.00
16.63.251.69,2082,80,false,MXP,Europe,Milan,257,0.00
16.63.251.69,2086,80,false,MXP,Europe,Milan,257,0.00
52.28.95.61,2052,2052,false,FRA,Europe,Frankfurt,259,0.00
13.42.44.82,8080,443,true,LHR,Europe,London,259,0.00
18.185.254.189,80,80,false,FRA,Europe,Frankfurt,260,0.00
3.127.55.133,80,80,false,FRA,Europe,Frankfurt,260,0.00
99.80.238.19,2083,80,false,DUB,Europe,Dublin,262,0.00
13.49.222.77,80,80,false,ARN,Europe,Stockholm,268,0.00
13.49.222.77,443,443,true,ARN,Europe,Stockholm,268,0.00
13.53.47.110,2053,80,false,ARN,Europe,Stockholm,269,0.00
13.53.47.110,2087,80,false,ARN,Europe,Stockholm,269,0.00
13.48.6.26,8080,443,true,ARN,Europe,Stockholm,270,0.00
99.80.238.19,2052,80,false,DUB,Europe,Dublin,272,0.00
13.53.47.110,2052,80,false,ARN,Europe,Stockholm,272,0.00
13.48.6.26,8443,443,true,OSL,Europe,Oslo,277,0.00
13.53.47.110,2096,80,false,ARN,Europe,Stockholm,277,0.00
13.53.47.110,2095,80,false,ARN,Europe,Stockholm,277,0.00
13.53.47.110,2082,80,false,ARN,Europe,Stockholm,277,0.00
13.53.47.110,2083,80,false,ARN,Europe,Stockholm,278,0.00
99.79.192.184,80,443,true,YUL,North America,Montréal,287,0.00
13.36.24.111,2086,80,false,CDG,Europe,Paris,318,0.00
13.36.24.111,2096,80,false,CDG,Europe,Paris,318,0.00
13.36.63.124,2083,80,false,CDG,Europe,Paris,318,0.00
13.38.53.164,8443,443,true,CDG,Europe,Paris,318,0.00
13.36.253.240,2053,80,false,CDG,Europe,Paris,318,0.00
13.36.24.111,2052,80,false,CDG,Europe,Paris,318,0.00
13.36.162.145,2053,80,false,CDG,Europe,Paris,318,0.00
13.36.253.240,2096,80,false,CDG,Europe,Paris,318,0.00
13.36.162.145,2083,80,false,CDG,Europe,Paris,319,0.00
13.38.162.77,80,80,false,CDG,Europe,Paris,320,0.00
52.47.210.100,8443,443,true,CDG,Europe,Paris,320,0.00
13.36.253.240,2087,80,false,CDG,Europe,Paris,320,0.00
13.43.216.139,80,443,true,LHR,Europe,London,321,0.00
16.63.55.49,2086,80,false,MXP,Europe,Milan,322,0.00
13.36.162.145,2095,80,false,CDG,Europe,Paris,322,0.00
16.63.33.251,2096,80,false,MXP,Europe,Milan,322,0.00
16.63.33.251,2086,80,false,MXP,Europe,Milan,322,0.00
16.63.251.69,2087,80,false,MXP,Europe,Milan,322,0.00
13.36.162.145,2087,80,false,CDG,Europe,Paris,322,0.00
13.36.63.124,2082,80,false,CDG,Europe,Paris,323,0.00
16.63.55.49,2083,80,false,MXP,Europe,Milan,325,0.00
16.63.251.69,2053,80,false,MXP,Europe,Milan,326,0.00
16.63.251.69,2096,80,false,MXP,Europe,Milan,326,0.00
16.63.33.251,2095,80,false,MXP,Europe,Milan,327,0.00
13.42.158.50,2087,443,true,LHR,Europe,London,329,0.00
99.80.238.19,2053,80,false,DUB,Europe,Dublin,331,0.00
99.80.238.19,2086,80,false,DUB,Europe,Dublin,340,0.00
13.51.132.44,80,80,false,ARN,Europe,Stockholm,343,0.00
52.67.19.112,2086,80,false,FRA,Europe,Frankfurt,348,0.00
13.53.47.110,2086,80,false,ARN,Europe,Stockholm,348,0.00
52.67.19.112,2095,80,false,AMS,Europe,Amsterdam,351,0.00
52.67.19.112,2082,80,false,MAD,Europe,Madrid,359,0.00
52.67.19.112,2087,80,false,LAX,North America,Los Angeles,361,0.00
52.67.19.112,2053,80,false,FRA,Europe,Frankfurt,365,0.00
52.67.19.112,2083,80,false,FRA,Europe,Frankfurt,365,0.00
52.67.19.112,2052,80,false,FRA,Europe,Frankfurt,373,0.00
13.245.152.196,2096,80,false,CPT,Africa,Cape Town,378,0.00
13.246.85.121,2083,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2052,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2096,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2095,80,false,CPT,Africa,Cape Town,382,0.00
13.245.152.196,2086,80,false,CPT,Africa,Cape Town,382,0.00
13.246.85.121,2086,80,false,CPT,Africa,Cape Town,386,0.00
13.245.152.196,2082,80,false,CPT,Africa,Cape Town,386,0.00
13.245.152.196,2053,80,false,CPT,Africa,Cape Town,390,0.00
13.245.152.196,2095,80,false,CPT,Africa,Cape Town,390,0.00
13.246.85.121,2082,80,false,CPT,Africa,Cape Town,455,0.00
13.246.85.121,2053,80,false,CPT,Africa,Cape Town,457,0.00
165.85.78.181,8080,80,false,CPT,Africa,Cape Town,461,0.00
